id,hotel_name,hotel_rating,hotel_experience,amenities,address,country,locality,location,price,
9668,Grant Hall Hotel,4.5,Excellent,"['Banquet Room', 'Bar/Lounge', 'Restaurant', 'Air conditioning', 'Laundry Service', 'Non-smoking hotel', 'Wheelchair Access', 'Pets Allowed ( Dog / Pet Friendly )', 'Family Rooms', 'Business Centre with Internet Access', 'Meeting rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Room service', 'Suites', 'Free parking']",401 Main St N Moose Jaw Saskatchewan,Canada,Kimberley British Columbia,"(50.3943915, -105.5347833)",300.0,
9669,Best Western Plus Moose Jaw,4.0,Very good,"['Business Centre with Internet Access', 'Breakfast included', 'Accessible rooms', 'Heated pool', 'Air conditioning', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Non-smoking rooms', 'Indoor pool', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Hot Tub', 'Pool', 'Public Wifi', 'Kitchenette']",350 Diefenbaker Dr Moose Jaw Saskatchewan,Canada,Kimberley British Columbia,"(50.4147269, -105.510609255175)",300.0,
9670,Ramada by Wyndham Moose Jaw,4.0,Very good,"['Non-smoking hotel', 'Business Centre with Internet Access', 'Microwave', 'Breakfast included', 'Concierge', 'Air conditioning', 'Refrigerator in room', 'Fitness Centre with Gym / Workout Room', 'Spa', 'Suites', 'Multilingual Staff', 'Free parking', 'Laundry Service', 'Sauna', 'Non-smoking rooms', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Hot Tub', 'Public Wifi', 'Kitchenette']",379 Diefenbaker Dr Moose Jaw Saskatchewan,Canada,Kimberley British Columbia,"(50.4145164, -105.512742359378)",300.0,
9671,Days Inn by Wyndham Moose Jaw,3.0,Average,"['Non-smoking hotel', 'Business Centre with Internet Access', 'Microwave', 'Breakfast included', 'Heated pool', 'Air conditioning', 'Family Rooms', 'Suites', 'Free parking', 'Laundry Service', 'Non-smoking rooms', 'Children Activities (Kid / Family Friendly)', 'Indoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Hot Tub', 'Pool']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9672,Super 8 by Wyndham Moose Jaw SK,4.0,Very good,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Self-Serve Laundry', 'Laundry Service', 'Air conditioning', 'Wheelchair Access', 'Business Centre with Internet Access', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Non-smoking rooms', 'Free parking', 'Electric vehicle charging station', 'Breakfast included']",1706 Main St N Moose Jaw Saskatchewan,Canada,Kimberley British Columbia,"(50.3943915, -105.5347833)",300.0,
9673,Suburban Extended Stay Hotel,4.5,Excellent,"['Non-smoking hotel', 'Business Centre with Internet Access', 'Microwave', 'Breakfast included', 'Accessible rooms', 'Air conditioning', 'Refrigerator in room', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Breakfast Available', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Non-smoking rooms', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Golf Course', 'Public Wifi', 'Kitchenette']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9674,Wakamow Heights Bed and Breakfast,4.5,Excellent,"['Non-smoking hotel', 'Air conditioning', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Suites', 'Golf Course', 'Free parking', 'Breakfast included']",690 Aldersgate St Moose Jaw Saskatchewan,Canada,Kimberley British Columbia,"(55.5321257, -106.1412243)",300.0,
9675,Thriftlodge Moose Jaw,4.0,Very good,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Microwave', 'Electric vehicle charging station', 'Breakfast included', 'Kitchenette']",Highway 1 East Moose Jaw Saskatchewan,Canada,Kimberley British Columbia,"(55.5321257, -106.1412243)",300.0,
9676,Orchard View B & B,4.0,Very good,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Microwave', 'Free parking', 'Kitchenette']",5 km south of Moose Jaw Moose Jaw Sask,Canada,Kimberley British Columbia,"(60.1840566, 24.9624778)",300.0,
9677,Dreamland Motel,2.5,Average,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Air conditioning', 'Wheelchair Access', 'Refrigerator in room', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Free parking', 'Public Wifi']",1035 Athabasca St E Moose Jaw Saskatchewan,Canada,Kimberley British Columbia,"(50.3953179, -105.5029828)",300.0,
9678,Prairie Oasis Tourist Complex,2.5,Average,"['Pets Allowed ( Dog / Pet Friendly )', 'Restaurant', 'Non-smoking hotel', 'Self-Serve Laundry', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Free parking', 'Public Wifi', 'Kitchenette']",1400 Ninth Avenue NE Moose Jaw Saskatchewan,Canada,Kimberley British Columbia,"(55.5321257, -106.1412243)",300.0,
9679,Travelodge Moose Jaw,3.0,Average,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Air conditioning', 'Wheelchair Access', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Room service', 'Microwave', 'Free parking', 'Breakfast included', 'Kitchenette']",45 Athabasca St E Moose Jaw Saskatchewan,Canada,Kimberley British Columbia,"(50.3953179, -105.5029828)",300.0,
9680,Knights Inn Moose Jaw,2.5,Average,"['Non-smoking hotel', 'Business Centre with Internet Access', 'Microwave', 'Breakfast included', 'Air conditioning', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Free parking', 'Sauna', 'Non-smoking rooms', 'Indoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Hot Tub', 'Pool', 'Kitchenette']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9681,Capone's Hideaway Theme Motel,2.0,Poor,"['Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Free parking', 'Public Wifi', 'Kitchenette']",1 Main St N Moose Jaw Saskatchewan,Canada,Kimberley British Columbia,"(50.3943915, -105.5347833)",300.0,
9682,Best Western Rocky Mountain House Inn & Suites,4.5,Excellent,"['Non-smoking hotel', 'Business Centre with Internet Access', 'Smoking rooms available', 'Microwave', 'Breakfast included', 'Heated pool', 'Air conditioning', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Free parking', 'Laundry Service', 'Non-smoking rooms', 'Indoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Hot Tub', 'Pool']",4407 41st Avenue Rocky Mountain House Alberta,Canada,Kimberley British Columbia,"(55.001251, -115.002136)",300.0,
9683,Chinook Inn,4.5,Excellent,"['Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Microwave', 'Free parking']",5321 59 Ave Rocky Mountain House Alberta,Canada,Kimberley British Columbia,"(52.3875711, -114.9314539)",300.0,
9684,Tamarack Motor Inn,4.0,Very good,"['Non-smoking hotel', 'Bar/Lounge', 'Business Centre with Internet Access', 'Smoking rooms available', 'Microwave', 'Breakfast included', 'Accessible rooms', 'Banquet Room', 'Restaurant', 'Air conditioning', 'Refrigerator in room', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Breakfast Available', 'Free parking', 'Laundry Service', 'Non-smoking rooms', 'Children Activities (Kid / Family Friendly)', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service', 'Kitchenette']",4904 45th St Rocky Mountain House Alberta,Canada,Kimberley British Columbia,"(55.001251, -115.002136)",300.0,
9685,Walking Eagle Inn & Lodge,4.0,Very good,"['Non-smoking hotel', 'Bar/Lounge', 'Business Centre with Internet Access', 'Smoking rooms available', 'Microwave', 'Breakfast included', 'Accessible rooms', 'Banquet Room', 'Restaurant', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Suites', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Non-smoking rooms', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Hot Tub', 'Public Wifi', 'Kitchenette']",Hwy 11 4915 - 45 St Rocky Mountain House Alberta,Canada,Kimberley British Columbia,"(55.001251, -115.002136)",130.0,
9686,Canalta Rocky Mountain House,4.0,Very good,"['Non-smoking hotel', 'Microwave', 'Breakfast included', 'Air conditioning', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Free parking', 'Laundry Service', 'Non-smoking rooms', 'Children Activities (Kid / Family Friendly)', 'Indoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Hot Tub', 'Pool', 'Kitchenette']",4406 - 41st Avenue Rocky Mountain House Alberta,Canada,Kimberley British Columbia,"(55.001251, -115.002136)",300.0,
9687,The House Motel,3.5,Very good,"['Non-smoking hotel', 'Air conditioning', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Microwave', 'Free parking', 'Minibar']",4828 45 St Rocky Mountain House Alberta,Canada,Kimberley British Columbia,"(52.3713793, -114.9101235)",300.0,
9688,Executive Plaza Hotel Metro Vancouver,4.0,Very good,"['Non-smoking hotel', 'Bar/Lounge', 'Business Centre with Internet Access', 'Accessible rooms', 'Banquet Room', 'Restaurant', 'Heated pool', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Multilingual Staff', 'Breakfast Available', 'Laundry Service', 'Dry Cleaning', 'Outdoor pool', 'Non-smoking rooms', 'Conference Facilities', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service', 'Hot Tub', 'Pool', 'Public Wifi']",405 North Rd Coquitlam British Columbia,Canada,Kimberley British Columbia,"(49.2468762, -122.8920856)",300.0,
9689,Dolan's Motel,3.0,Average,[''],132 West River Road ,Canada,Kimberley British Columbia,"(42.0246242453514, -76.3960719216171)",300.0,
9690,Customs House Inn,4.0,Very good,"['Breakfast included', 'Non-smoking hotel', 'Air conditioning', 'Laundry Service', 'Wheelchair Access', 'Dry Cleaning', 'Refrigerator in room', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Hot Tub', 'Free parking', 'Public Wifi', 'Accessible rooms']",38 Depot Street Pictou Nova Scotia,Canada,Kimberley British Columbia,"(45.6757347, -62.7069753)",300.0,
9691,Dolan's Gold House,0.0,Bad,[''],144 Water Street ,Canada,Kimberley British Columbia,"(41.2544756271968, -75.876088336547)",300.0,
9692,Revere Suites,0.0,Bad,[''],61 Colerine Street ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9693,Dolan's Inn and Suites,4.0,Very good,"['Non-smoking hotel', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Golf Course', 'Free parking', 'Public Wifi', 'Kitchenette']",168 West River Road Pictou Nova Scotia,Canada,Kimberley British Columbia,"(45.6792612, -62.7225069)",90.0,
9694,Evening Sail B&B,5.0,Excellent,"['Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Public Wifi', 'Free parking', 'Breakfast included']",279 Denoon Street Pictou Nova Scotia,Canada,Kimberley British Columbia,"(45.6814772, -62.7004194)",300.0,
9695,Pictou Lodge Beachfront Resort,4.5,Excellent,"['Non-smoking hotel', 'Business Centre with Internet Access', 'Banquet Room', 'Restaurant', 'Air conditioning', 'Family Rooms', 'Multilingual Staff', 'Free parking', 'Laundry Service', 'Outdoor pool', 'Non-smoking rooms', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Free High Speed Internet (WiFi)', 'Babysitting', 'Meeting rooms', 'Room service', 'Pool', 'Kitchenette']",172 Lodge Road Pictou Nova Scotia,Canada,Kimberley British Columbia,"(45.7190104854058, -62.6424985349119)",300.0,
9696,The Scotsman Inn,4.5,Excellent,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Breakfast included', 'Air conditioning', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Non-smoking rooms', 'Suites', 'Free parking', 'Public Wifi']",78 Coleraine Street Pictou Nova Scotia,Canada,Kimberley British Columbia,"(45.6762692428571, -62.7088321428571)",300.0,
9697,Braeside Inn,3.5,Very good,"['Non-smoking hotel', 'Bar/Lounge', 'Business Centre with Internet Access', 'Breakfast included', 'Banquet Room', 'Restaurant', 'Air conditioning', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Spa', 'Suites', 'Free parking', 'Non-smoking rooms', 'Conference Facilities', 'Self-Serve Laundry', 'Free High Speed Internet (WiFi)', 'Babysitting', 'Meeting rooms', 'Room service']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9698,The Pictou Puffin Bed and Breakfast,4.5,Excellent,"['Non-smoking hotel', 'Air conditioning', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Free parking', 'Breakfast included']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9699,The Tartan Inn,5.0,Excellent,"['Non-smoking hotel', 'Air conditioning', 'Free High Speed Internet (WiFi)', 'Free parking']",36 Denoon Street Pictou Nova Scotia,Canada,Kimberley British Columbia,"(45.67771960625, -62.70833166875)",300.0,
9700,Waterview Rooms & Restaurant,0.0,Bad,[''],1338 Shore Rd Pictou Nova Scotia,Canada,Kimberley British Columbia,"(45.7611477, -62.8136882)",300.0,
9701,Inned of the Rainbow,5.0,Excellent,[''],1160 Pictou Island Road ,Canada,Kimberley British Columbia,"(45.8132196305775, -62.5309990553504)",300.0,
9702,Rustic Anchor Motel,2.5,Average,"['Non-smoking hotel', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Public Wifi', 'Kitchenette']",132 West River Road Pictou Nova Scotia,Canada,Kimberley British Columbia,"(45.6793502421053, -62.7212267894737)",300.0,
9703,Pomeroy Hotel & Conference Centre Fort St John,4.5,Excellent,"['Non-smoking hotel', 'Bar/Lounge', 'Business Centre with Internet Access', 'Airport transportation', 'Microwave', 'Breakfast included', 'Accessible rooms', 'Banquet Room', 'Restaurant', 'Heated pool', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Multilingual Staff', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Non-smoking rooms', 'Indoor pool', 'Conference Facilities', 'Casino and Gambling', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service', 'Hot Tub', 'Pool', 'Public Wifi', 'Kitchenette']",11308 Alaska Rd Fort St. John British Columbia,Canada,Kimberley British Columbia,"(55.001251, -125.002441)",154.0,
9704,Home2 Suites by Hilton Fort St John,5.0,Excellent,"['Non-smoking hotel', 'Business Centre with Internet Access', 'Airport transportation', 'Microwave', 'Breakfast included', 'Accessible rooms', 'Heated pool', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Non-smoking rooms', 'Children Activities (Kid / Family Friendly)', 'Shuttle Bus Service', 'Indoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Hot Tub', 'Pool', 'Public Wifi', 'Kitchenette']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9705,Microtel Inn & Suites by Wyndham Fort St John,4.5,Excellent,"['Non-smoking hotel', 'Business Centre with Internet Access', 'Microwave', 'Breakfast included', 'Accessible rooms', 'Air conditioning', 'Refrigerator in room', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Multilingual Staff', 'Free parking', 'Laundry Service', 'Non-smoking rooms', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service', 'Kitchenette']",8407 93 St Fort St. John British Columbia,Canada,Kimberley British Columbia,"(56.2253787, -120.834092)",300.0,
9706,Northern Grand Hotel,4.0,Very good,"['Non-smoking hotel', 'Bar/Lounge', 'Business Centre with Internet Access', 'Microwave', 'Breakfast included', 'Banquet Room', 'Restaurant', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Multilingual Staff', 'Breakfast Available', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Non-smoking rooms', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service']",9830 100 Ave Fort St. John British Columbia,Canada,Kimberley British Columbia,"(56.24666, -120.8451144)",300.0,
9707,Holiday Inn Express Fort St John,4.5,Excellent,"['Non-smoking hotel', 'Business Centre with Internet Access', 'Microwave', 'Breakfast included', 'Accessible rooms', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Fitness Centre with Gym / Workout Room', 'Suites', 'Multilingual Staff', 'Breakfast Available', 'Free parking', 'Laundry Service', 'Dry Cleaning', 'Non-smoking rooms', 'Indoor pool', 'Conference Facilities', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Hot Tub', 'Pool', 'Golf Course', 'Public Wifi']",9504 Alaska Rd Fort St. John British Columbia,Canada,Kimberley British Columbia,"(55.001251, -125.002441)",300.0,
9708,Tetsa River Lodge,4.0,Very good,"['Pets Allowed ( Dog / Pet Friendly )', 'Free parking']",Mile 375 of the Alaska Highway Fort St. John British Columbia,Canada,Kimberley British Columbia,"(55.001251, -125.002441)",300.0,
9709,Blue Belle Motel,4.0,Very good,"['Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Self-Serve Laundry', 'Laundry Service', 'Air conditioning', 'Refrigerator in room', 'Free High Speed Internet (WiFi)', 'Non-smoking rooms', 'Suites', 'Smoking rooms available', 'Microwave', 'Free parking', 'Public Wifi', 'Kitchenette']", ,Canada,Kimberley British Columbia,"(0.0, 0.0)",300.0,
9710,Northwoods Inn & Suites,1.5,Poor,"['Non-smoking hotel', 'Airport transportation', 'Breakfast included', 'Restaurant', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Multilingual Staff', 'Free parking', 'Laundry Service', 'Non-smoking rooms', 'Shuttle Bus Service', 'Indoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Room service', 'Hot Tub', 'Pool', 'Kitchenette']",610 Idylwyld Dr N Saskatoon Saskatchewan,Canada,Kimberley British Columbia,"(52.1356482, -106.6696614)",300.0,
